SalesOrder,SalesOrderType,SalesOrganization,DistributionChannel,OrganizationDivision,SalesGroup,SalesOffice,SalesDistrict,SoldToParty,CreationDate,CreatedByUser,LastChangeDate,SenderBusinessSystemName,ExternalDocumentID,LastChangeDateTime,ExternalDocLastChangeDateTime,PurchaseOrderByCustomer,PurchaseOrderByShipToParty,CustomerPurchaseOrderType,CustomerPurchaseOrderDate,SalesOrderDate,TotalNetAmount,OverallDeliveryStatus,TotalBlockStatus,OverallOrdReltdBillgStatus,OverallSDDocReferenceStatus,TransactionCurrency,SDDocumentReason,PricingDate,PriceDetnExchangeRate,BillingPlan,RequestedDeliveryDate,ShippingCondition,CompleteDeliveryIsDefined,ShippingType,HeaderBillingBlockReason,DeliveryBlockReason,DeliveryDateTypeRule,IncotermsClassification,IncotermsTransferLocation,IncotermsLocation1,IncotermsLocation2,IncotermsVersion,CustomerPriceGroup,PriceListType,CustomerPaymentTerms,PaymentMethod,FixedValueDate,AssignmentReference,ReferenceSDDocument,ReferenceSDDocumentCategory,AccountingDocExternalReference,CustomerAccountAssignmentGroup,AccountingExchangeRate,CorrespncExternalReference,POCorrespncExternalReference,CustomerConditionGroup1,CustomerConditionGroup2,CustomerConditionGroup3,CustomerConditionGroup4,CustomerConditionGroup5,CustomerGroup,AdditionalCustomerGroup1,AdditionalCustomerGroup2,AdditionalCustomerGroup3,AdditionalCustomerGroup4,AdditionalCustomerGroup5,SlsDocIsRlvtForProofOfDeliv,CustomerTaxClassification1,CustomerTaxClassification2,CustomerTaxClassification3,CustomerTaxClassification4,CustomerTaxClassification5,CustomerTaxClassification6,CustomerTaxClassification7,CustomerTaxClassification8,CustomerTaxClassification9,TaxDepartureCountry,VATRegistrationCountry,SalesOrderApprovalReason,SalesDocApprovalStatus,OverallSDProcessStatus,TotalCreditCheckStatus,OverallTotalDeliveryStatus,OverallSDDocumentRejectionSts,BillingDocumentDate,ContractAccount,AdditionalValueDays,CustomerPurchaseOrderSuplmnt,ServicesRenderedDate
9900000044,BV,1010,10,00,,,US0004,USCU_S05,/Date(1515110400000)/,S4H_TM_DEM,/Date(1571702400000)/,,,9900000044,,4500055865,,,/Date(1509580800000)/,/Date(1520899200000)/,5720.00,C,A,,A,EUR,008,/Date(1522886400000)/,1.00000,,/Date(1511136000000)/,9900000044,false,,,,,DDP,San Francisco,Tarrant,,,C1,,NT30,,,,54,C,,01,0.00000,,,9900000044,9900000044,9900000044,9900000044,9900000044,01,,,,,,true,,,,,,,,,,,,,,C,B,C,B,/Date(1521072000000)/,,0,,
9900000045,OR,1710,10,00,,,US0006,USCU_S11,/Date(1509580800000)/,S4H_TM_TP,/Date(1520812800000)/,,,9900000045,,test,,,/Date(1509580800000)/,/Date(1508716800000)/,9018.00,B,C,,A,EUR,,/Date(1508284800000)/,1.00000,,/Date(1521072000000)/,9900000045,false,,,,,DDP,Tarrant,Site,,,C1,,0001,E,,,54,,,01,0.00000,,,9900000045,9900000045,9900000045,9900000045,9900000045,02,,,,,,false,,,,,,,,,,,,,,C,B,C,B,/Date(1508284800000)/,,0,,
9900000046,CCFU,1710,10,00,,,US0003,USCU_L05,/Date(1522886400000)/,S4H_TM_DEM,/Date(1508371200000)/,,,9900000046,,4500047997,,,/Date(1520985600000)/,/Date(1511740800000)/,117438.00,A,C,C,,USD,,/Date(1538956800000)/,1.00000,,/Date(1508371200000)/,9900000046,false,,,,,DDP,Cost & Freight,Walldorf,,,C1,,0004,E,,,,B,,01,0.00000,,,9900000046,9900000046,9900000046,9900000046,9900000046,Z1,,,,,,true,,,,,,,,,,,,,,C,B,C,B,/Date(1538956800000)/,,0,,
9900000047,OR,1710,10,00,,,US0004,USCU_L05,/Date(1511740800000)/,BPINST,/Date(1520812800000)/,,,9900000047,,4500046333,,,/Date(1509580800000)/,/Date(1521590400000)/,353.50,C,,,,EUR,008,/Date(1522886400000)/,1.00000,,/Date(1539043200000)/,9900000047,false,,,,,CFR,San Jose,Tarrant,,,,,0001,E,,,40000004,C,,01,0.00000,,,9900000047,9900000047,9900000047,9900000047,9900000047,Z2,,,,,,true,,,,,,,,,,,,,,C,,,B,/Date(1521158400000)/,,0,,
9900000048,BV,1710,10,00,,,US0004,USCU_S10,/Date(1520899200000)/,S4H_SD_DEM,/Date(1508198400000)/,,,9900000048,,4500048397,,,/Date(1507507200000)/,/Date(1507507200000)/,3955.00,,A,,A,USD,008,/Date(1507593600000)/,1.00000,,/Date(1508112000000)/,9900000048,false,,,,,DDP,San Jose,Site,,,,,0004,,,,,G,,01,0.00000,,,9900000048,9900000048,9900000048,9900000048,9900000048,02,,,,,,false,,,,,,,,,,,,,,C,,C,A,/Date(1515110400000)/,,0,,
9900000049,OR,1010,10,00,,,US0004,17186003,/Date(1511740800000)/,S4H_TM_TP,/Date(1571702400000)/,,,9900000049,,xyz,,,/Date(1521504000000)/,/Date(1520899200000)/,10668.00,C,,C,A,USD,008,/Date(1520899200000)/,1.00000,,/Date(1507248000000)/,9900000049,false,,,,,CFR,Palo Alto,Palo Alto,,,,,0001,E,,,54,B,,01,0.00000,,,9900000049,9900000049,9900000049,9900000049,9900000049,Z1,,,,,,true,,,,,,,,,,,,,,C,D,C,A,/Date(1508198400000)/,,0,,
9900000050,CCFU,1710,10,00,,,US0006,USCU_L08,/Date(1539043200000)/,S4H_PP,/Date(1508112000000)/,,,9900000050,,4500047056,,,/Date(1521504000000)/,/Date(1508803200000)/,353.50,C,A,C,A,EUR,008,/Date(1508371200000)/,1.00000,,/Date(1511740800000)/,9900000050,false,,,,,EXW,San Jose,San Francisco,,,C1,,0004,E,,,40000002,C,,01,0.00000,,,9900000050,9900000050,9900000050,9900000050,9900000050,Z1,,,,,,true,,,,,,,,,,,,,,C,D,,A,/Date(1523232000000)/,,0,,
9900000051,BV,1010,10,00,,,US0004,USCU_S01,/Date(1513641600000)/,S4H_TM_DEM,/Date(1509580800000)/,,,9900000051,,4500055206,,,/Date(1507507200000)/,/Date(1509580800000)/,1440.00,B,A,C,,EUR,,/Date(1508371200000)/,1.00000,,/Date(1508112000000)/,9900000051,false,,,,,EXW,Tarrant,San Jose,,,,,0001,E,,,20000004,C,,01,0.00000,,,9900000051,9900000051,9900000051,9900000051,9900000051,Z2,,,,,,true,,,,,,,,,,,,,,C,B,,A,/Date(1508371200000)/,,0,,
9900000052,CCFU,1010,10,00,,,,USCU_S16,/Date(1508112000000)/,S4H_SD,/Date(1571702400000)/,,,9900000052,,4500068992,,,/Date(1507248000000)/,/Date(1508112000000)/,26670.00,B,,C,A,USD,008,/Date(1511136000000)/,1.00000,,/Date(1520899200000)/,9900000052,false,,,,,DDP,Walldorf,Cost & Freight,,,,,0004,,,,40,,,01,0.00000,,,9900000052,9900000052,9900000052,9900000052,9900000052,02,,,,,,true,,,,,,,,,,,,,,C,B,,B,/Date(1521936000000)/,,0,,
9900000053,CCFU,1710,10,00,,,US0004,17186005,/Date(1510876800000)/,S4H_CO,/Date(1508371200000)/,,,9900000053,,4500054625,,,/Date(1521504000000)/,/Date(1539043200000)/,8160.00,A,C,C,,EUR,,/Date(1508371200000)/,1.00000,,/Date(1507248000000)/,9900000053,false,,,,,DDP,Cost & Freight,Site,,,,,0004,E,,,40000002,,,01,0.00000,,,9900000053,9900000053,9900000053,9900000053,9900000053,Z1,,,,,,false,,,,,,,,,,,,,,C,B,C,C,/Date(1538956800000)/,,0,,
9900000054,OR,1010,10,00,,,US0004,17100004,/Date(1507248000000)/,S4H_SD_DEM,/Date(1508112000000)/,,,9900000054,,4500069590,,,/Date(1520985600000)/,/Date(1522886400000)/,2160.00,,C,,A,USD,008,/Date(1513641600000)/,1.00000,,/Date(1515110400000)/,9900000054,false,,,,,CFR,Cost & Freight,Tarrant,,,C1,,0004,,,,40,G,,01,0.00000,,,9900000054,9900000054,9900000054,9900000054,9900000054,Z1,,,,,,false,,,,,,,,,,,,,,C,,C,B,/Date(1520985600000)/,,0,,
9900000055,CBMO,1010,10,00,,,US0003,USCU_S04,/Date(1510876800000)/,S4H_SD,/Date(1508198400000)/,,,9900000055,,4500046305,,,/Date(1507507200000)/,/Date(1521158400000)/,3990.00,B,,C,,EUR,008,/Date(1509580800000)/,1.00000,,/Date(1521417600000)/,9900000055,false,,,,,CFR,Walldorf,Tarrant,,,,,0004,,,,40000004,C,,01,0.00000,,,9900000055,9900000055,9900000055,9900000055,9900000055,01,,,,,,false,,,,,,,,,,,,,,C,D,,B,/Date(1520899200000)/,,0,,
9900000056,OR,1010,10,00,,,,USCU_S12,/Date(1508198400000)/,BPINST,/Date(1521590400000)/,,,9900000056,,4500046589,,,/Date(1520985600000)/,/Date(1508284800000)/,3360.00,B,C,C,,USD,008,/Date(1508803200000)/,1.00000,,/Date(1521504000000)/,9900000056,false,,,,,DDP,Palo Alto,Cost & Freight,,,,,NT60,E,,,51,,,01,0.00000,,,9900000056,9900000056,9900000056,9900000056,9900000056,01,,,,,,false,,,,,,,,,,,,,,C,B,,B,/Date(1522886400000)/,,0,,
9900000057,BV,1010,10,00,,,US0003,USCU_S10,/Date(1508112000000)/,S4H_SD_DEM,/Date(1509580800000)/,,,9900000057,,4500049047,,,/Date(1508803200000)/,/Date(1520899200000)/,15840.00,,A,C,,USD,006,/Date(1511136000000)/,1.00000,,/Date(1508198400000)/,9900000057,false,,,,,EXW,San Jose,San Jose,,,C1,,NT60,,,,40000002,B,,01,0.00000,,,9900000057,9900000057,9900000057,9900000057,9900000057,Z2,,,,,,false,,,,,,,,,,,,,,C,D,C,A,/Date(1507420800000)/,,0,,
9900000058,CCFU,1010,10,00,,,US0006,USCU_S06,/Date(1539043200000)/,BPINST,/Date(1521590400000)/,,,9900000058,,4500053749,,,/Date(1507248000000)/,/Date(1507248000000)/,95190.00,B,C,,,USD,006,/Date(1508371200000)/,1.00000,,/Date(1509580800000)/,9900000058,false,,,,,EXW,Walldorf,San Jose,,,C1,,NT60,E,,,40000004,G,,01,0.00000,,,9900000058,9900000058,9900000058,9900000058,9900000058,02,,,,,,false,,,,,,,,,,,,,,C,D,C,C,/Date(1508284800000)/,,0,,
9900000059,CCFU,1010,10,00,,,,USCU_L04,/Date(1508198400000)/,S4H_PP,/Date(1571702400000)/,,,9900000059,,test,,,/Date(1520812800000)/,/Date(1510790400000)/,165048.00,C,C,,A,USD,,/Date(1508803200000)/,1.00000,,/Date(1539043200000)/,9900000059,false,,,,,CFR,Site,Walldorf,,,C1,,NT60,E,,,40,G,,01,0.00000,,,9900000059,9900000059,9900000059,9900000059,9900000059,Z2,,,,,,false,,,,,,,,,,,,,,C,D,C,A,/Date(1511136000000)/,,0,,
9900000060,CCFU,1010,10,00,,,US0004,USCU_L01,/Date(1521158400000)/,S4H_CO,/Date(1571702400000)/,,,9900000060,,4500047234,,,/Date(1520812800000)/,/Date(1510790400000)/,23870.00,A,A,,A,USD,006,/Date(1508716800000)/,1.00000,,/Date(1507420800000)/,9900000060,false,,,,,DDP,Palo Alto,Cost & Freight,,,C1,,0001,,,,20000004,,,01,0.00000,,,9900000060,9900000060,9900000060,9900000060,9900000060,01,,,,,,false,,,,,,,,,,,,,,C,B,,C,/Date(1508112000000)/,,0,,
9900000061,CCFU,1010,10,00,,,US0004,17100100,/Date(1515110400000)/,S4H_PP,/Date(1509580800000)/,,,9900000061,,4500047652,,,/Date(1507248000000)/,/Date(1520812800000)/,21910.00,B,A,,,USD,008,/Date(1539043200000)/,1.00000,,/Date(1508371200000)/,9900000061,false,,,,,CFR,Walldorf,San Francisco,,,,,0001,,,,40000002,G,,01,0.00000,,,9900000061,9900000061,9900000061,9900000061,9900000061,Z2,,,,,,false,,,,,,,,,,,,,,C,B,C,B,/Date(1521158400000)/,,0,,
9900000062,BV,1710,10,00,,,,USCU_L06,/Date(1520812800000)/,S4H_SD,/Date(1521590400000)/,,,9900000062,,4500047174,,,/Date(1508803200000)/,/Date(1507420800000)/,3570.00,A,A,C,A,USD,,/Date(1508371200000)/,1.00000,,/Date(1520985600000)/,9900000062,false,,,,,CFR,Tarrant,Palo Alto,,,C1,,NT30,,,,40000004,G,,01,0.00000,,,9900000062,9900000062,9900000062,9900000062,9900000062,02,,,,,,true,,,,,,,,,,,,,,C,,C,C,/Date(1539043200000)/,,0,,
9900000063,BV,1010,10,00,,,US0006,USCU_S07,/Date(1515110400000)/,S4H_SD,/Date(1521590400000)/,,,9900000063,,4500068901,,,/Date(1507248000000)/,/Date(1508198400000)/,47724.00,,A,C,,EUR,008,/Date(1509926400000)/,1.00000,,/Date(1538956800000)/,9900000063,false,,,,,DDP,Walldorf,Cost & Freight,,,C1,,NT30,E,,,40000002,,,01,0.00000,,,9900000063,9900000063,9900000063,9900000063,9900000063,Z2,,,,,,false,,,,,,,,,,,,,,C,,,C,/Date(1509580800000)/,,0,,
9900000064,CCFU,1010,10,00,,,US0003,USCU_S04,/Date(1510531200000)/,S4H_PP,/Date(1509580800000)/,,,9900000064,,4500047174,,,/Date(1509580800000)/,/Date(1508803200000)/,8775.00,,,,A,USD,,/Date(1520985600000)/,1.00000,,/Date(1521417600000)/,9900000064,false,,,,,CFR,Tarrant,Site,,,C1,,NT30,E,,,40000002,G,,01,0.00000,,,9900000064,9900000064,9900000064,9900000064,9900000064,Z2,,,,,,true,,,,,,,,,,,,,,C,B,,B,/Date(1521158400000)/,,0,,
9900000065,CCFU,1010,10,00,,,US0003,10100001,/Date(1520899200000)/,S4H_PP,/Date(1509580800000)/,,,9900000065,,4500057112,,,/Date(1507248000000)/,/Date(1510531200000)/,6215.00,,,C,,EUR,008,/Date(1515110400000)/,1.00000,,/Date(1521158400000)/,9900000065,false,,,,,EXW,Tarrant,San Francisco,,,,,NT30,E,,,40000004,G,,01,0.00000,,,9900000065,9900000065,9900000065,9900000065,9900000065,02,,,,,,true,,,,,,,,,,,,,,C,D,,B,/Date(1520985600000)/,,0,,
9900000066,CCFU,1010,10,00,,,US0004,USCU_S10,/Date(1521158400000)/,S4H_CO,/Date(1508112000000)/,,,9900000066,,4500044613,,,/Date(1520553600000)/,/Date(1508284800000)/,89516.00,,C,C,,USD,008,/Date(1508716800000)/,1.00000,,/Date(1508284800000)/,9900000066,false,,,,,EXW,Site,San Jose,,,,,NT30,,,,40,G,,01,0.00000,,,9900000066,9900000066,9900000066,9900000066,9900000066,02,,,,,,false,,,,,,,,,,,,,,C,,,A,/Date(1508284800000)/,,0,,
9900000067,CCFU,1710,10,00,,,US0003,USCU_L08,/Date(1538956800000)/,S4H_CO,/Date(1520812800000)/,,,9900000067,,4500069559,,,/Date(1520553600000)/,/Date(1508112000000)/,19044.00,C,C,C,A,EUR,006,/Date(1510790400000)/,1.00000,,/Date(1521158400000)/,9900000067,false,,,,,CFR,San Francisco,Palo Alto,,,C1,,NT60,,,,40000004,G,,01,0.00000,,,9900000067,9900000067,9900000067,9900000067,9900000067,01,,,,,,false,,,,,,,,,,,,,,C,,C,A,/Date(1520985600000)/,,0,,
9900000068,OR,1710,10,00,,,US0003,USCU_L09,/Date(1509926400000)/,S4H_SD,/Date(1521590400000)/,,,9900000068,,4500046418,,,/Date(1508803200000)/,/Date(1538956800000)/,28056.00,A,A,C,A,USD,008,/Date(1508803200000)/,1.00000,,/Date(1520812800000)/,9900000068,false,,,,,DDP,San Francisco,Tarrant,,,C1,,0001,,,,40000004,,,01,0.00000,,,9900000068,9900000068,9900000068,9900000068,9900000068,02,,,,,,false,,,,,,,,,,,,,,C,,C,B,/Date(1538956800000)/,,0,,
9900000069,CBMO,1710,10,00,,,US0004,USCU_S12,/Date(1507507200000)/,S4H_TM_DEM,/Date(1520812800000)/,,,9900000069,,4500068993,,,/Date(1520553600000)/,/Date(1508371200000)/,640.00,B,A,C,A,USD,008,/Date(1511740800000)/,1.00000,,/Date(1507420800000)/,9900000069,false,,,,,DDP,Palo Alto,San Francisco,,,,,NT60,E,,,51,G,,01,0.00000,,,9900000069,9900000069,9900000069,9900000069,9900000069,01,,,,,,false,,,,,,,,,,,,,,C,D,,A,/Date(1508371200000)/,,0,,
9900000070,BV,1710,10,00,,,US0003,USCU_L06,/Date(1511136000000)/,S4H_TM_TP,/Date(1520812800000)/,,,9900000070,,4500043894,,,/Date(1520812800000)/,/Date(1521504000000)/,2520.00,,A,,A,EUR,006,/Date(1520553600000)/,1.00000,,/Date(1520899200000)/,9900000070,false,,,,,CFR,Site,Site,,,,,0001,,,,20000004,B,,01,0.00000,,,9900000070,9900000070,9900000070,9900000070,9900000070,01,,,,,,false,,,,,,,,,,,,,,C,,C,C,/Date(1521072000000)/,,0,,
9900000071,CCFU,1010,10,00,,,,17100002,/Date(1521590400000)/,S4H_SD_DEM,/Date(1508198400000)/,,,9900000071,,4500069411,,,/Date(1507248000000)/,/Date(1509926400000)/,1890.00,,C,,,USD,006,/Date(1507420800000)/,1.00000,,/Date(1507593600000)/,9900000071,false,,,,,CFR,Site,San Francisco,,,C1,,NT30,E,,,,G,,01,0.00000,,,9900000071,9900000071,9900000071,9900000071,9900000071,01,,,,,,true,,,,,,,,,,,,,,C,D,,A,/Date(1507507200000)/,,0,,
9900000072,CBMO,1710,10,00,,,US0003,17186003,/Date(1507507200000)/,S4H_PP,/Date(1508112000000)/,,,9900000072,,4500056251,,,/Date(1520553600000)/,/Date(1508198400000)/,30060.00,B,,C,,EUR,006,/Date(1510790400000)/,1.00000,,/Date(1513641600000)/,9900000072,false,,,,,EXW,Site,San Francisco,,,C1,,NT60,,,,20000004,G,,01,0.00000,,,9900000072,9900000072,9900000072,9900000072,9900000072,01,,,,,,true,,,,,,,,,,,,,,C,D,C,A,/Date(1509580800000)/,,0,,
9900000073,BV,1010,10,00,,,,USCU_S05,/Date(1538956800000)/,S4H_PP,/Date(1571702400000)/,,,9900000073,,4500055782,,,/Date(1520812800000)/,/Date(1507248000000)/,79350.00,B,,C,A,EUR,008,/Date(1511740800000)/,1.00000,,/Date(1539043200000)/,9900000073,false,,,,,DDP,San Jose,Palo Alto,,,,,0001,,,,20000004,B,,01,0.00000,,,9900000073,9900000073,9900000073,9900000073,9900000073,Z1,,,,,,false,,,,,,,,,,,,,,C,D,,C,/Date(1520812800000)/,,0,,
9900000074,OR,1010,10,00,,,US0004,USCU_L10,/Date(1511136000000)/,S4H_TM_TP,/Date(1521590400000)/,,,9900000074,,4500046076,,,/Date(1520553600000)/,/Date(1510531200000)/,6223.00,,A,,,USD,006,/Date(1507507200000)/,1.00000,,/Date(1515110400000)/,9900000074,false,,,,,EXW,Walldorf,San Jose,,,C1,,NT30,,,,40000002,G,,01,0.00000,,,9900000074,9900000074,9900000074,9900000074,9900000074,01,,,,,,false,,,,,,,,,,,,,,C,D,,B,/Date(1520899200000)/,,0,,
9900000075,BV,1710,10,00,,,US0003,17100009,/Date(1509580800000)/,S4H_TM_TP,/Date(1508371200000)/,,,9900000075,,4500068818,,,/Date(1520985600000)/,/Date(1539043200000)/,79540.00,A,A,C,A,USD,,/Date(1510790400000)/,1.00000,,/Date(1522886400000)/,9900000075,false,,,,,EXW,Tarrant,Walldorf,,,,,0001,,,,20000004,G,,01,0.00000,,,9900000075,9900000075,9900000075,9900000075,9900000075,01,,,,,,true,,,,,,,,,,,,,,C,B,,B,/Date(1508716800000)/,,0,,
9900000076,OR,1010,10,00,,,US0006,USCU_S17,/Date(1520812800000)/,S4H_TM_TP,/Date(1509580800000)/,,,9900000076,,4500047955,,,/Date(1520553600000)/,/Date(1521072000000)/,4800.00,B,A,,A,USD,008,/Date(1520985600000)/,1.00000,,/Date(1511740800000)/,9900000076,false,,,,,CFR,Walldorf,San Francisco,,,,,0001,E,,,40000002,C,,01,0.00000,,,9900000076,9900000076,9900000076,9900000076,9900000076,Z1,,,,,,false,,,,,,,,,,,,,,C,B,C,B,/Date(1509580800000)/,,0,,
9900000077,OR,1010,10,00,,,US0003,USCU_L05,/Date(1520812800000)/,S4H_SD,/Date(1508198400000)/,,,9900000077,,4500046190,,,/Date(1520985600000)/,/Date(1520985600000)/,2660.00,B,C,C,,EUR,006,/Date(1510531200000)/,1.00000,,/Date(1521072000000)/,9900000077,false,,,,,DDP,Site,Site,,,C1,,0001,,,,40,B,,01,0.00000,,,9900000077,9900000077,9900000077,9900000077,9900000077,01,,,,,,false,,,,,,,,,,,,,,C,,C,A,/Date(1508284800000)/,,0,,
9900000078,BV,1010,10,00,,,US0004,USCU_S15,/Date(1513641600000)/,S4H_TM_DEM,/Date(1571702400000)/,,,9900000078,,4500047955,,,/Date(1507507200000)/,/Date(1508112000000)/,480.00,,C,C,A,EUR,008,/Date(1520553600000)/,1.00000,,/Date(1508371200000)/,9900000078,false,,,,,CFR,Palo Alto,Palo Alto,,,C1,,NT30,,,,51,G,,01,0.00000,,,9900000078,9900000078,9900000078,9900000078,9900000078,Z2,,,,,,false,,,,,,,,,,,,,,C,B,,A,/Date(1508716800000)/,,0,,
9900000079,OR,1710,10,00,,,US0003,USCU_S16,/Date(1521158400000)/,S4H_SD,/Date(1508112000000)/,,,9900000079,,4500057381,,,/Date(1507507200000)/,/Date(1520985600000)/,23870.00,A,C,C,,USD,,/Date(1539043200000)/,1.00000,,/Date(1521936000000)/,9900000079,false,,,,,CFR,Walldorf,Tarrant,,,C1,,NT60,,,,40000004,,,01,0.00000,,,9900000079,9900000079,9900000079,9900000079,9900000079,01,,,,,,false,,,,,,,,,,,,,,C,B,C,A,/Date(1520985600000)/,,0,,
9900000080,CBMO,1710,10,00,,,US0006,USCU_S03,/Date(1511740800000)/,S4H_SD,/Date(1508112000000)/,,,9900000080,,4500046702,,,/Date(1507248000000)/,/Date(1520812800000)/,10290.00,C,C,C,A,EUR,,/Date(1510531200000)/,1.00000,,/Date(1508716800000)/,9900000080,false,,,,,EXW,Tarrant,Palo Alto,,,C1,,0001,,,,40000004,B,,01,0.00000,,,9900000080,9900000080,9900000080,9900000080,9900000080,Z2,,,,,,true,,,,,,,,,,,,,,C,,C,C,/Date(1509580800000)/,,0,,
9900000081,CBMO,1710,10,00,,,US0004,17186007,/Date(1521072000000)/,S4H_SD,/Date(1509580800000)/,,,9900000081,,4500044821,,,/Date(1508803200000)/,/Date(1539043200000)/,9920.00,A,A,,,EUR,,/Date(1507248000000)/,1.00000,,/Date(1507248000000)/,9900000081,false,,,,,EXW,Site,San Jose,,,,,0004,E,,,40000002,G,,01,0.00000,,,9900000081,9900000081,9900000081,9900000081,9900000081,Z2,,,,,,false,,,,,,,,,,,,,,C,,C,B,/Date(1515110400000)/,,0,,
9900000082,BV,1010,10,00,,,US0003,17100009,/Date(1538956800000)/,S4H_SD_DEM,/Date(1508112000000)/,,,9900000082,,4500055664,,,/Date(1521504000000)/,/Date(1539043200000)/,17550.00,B,A,,A,USD,006,/Date(1513641600000)/,1.00000,,/Date(1520985600000)/,9900000082,false,,,,,EXW,San Jose,Cost & Freight,,,C1,,0004,E,,,40,B,,01,0.00000,,,9900000082,9900000082,9900000082,9900000082,9900000082,01,,,,,,false,,,,,,,,,,,,,,C,B,,B,/Date(1507507200000)/,,0,,
9900000083,BV,1010,10,00,,,,USCU_S09,/Date(1520899200000)/,BPINST,/Date(1508371200000)/,,,9900000083,,4500044289,,,/Date(1509580800000)/,/Date(1507420800000)/,26880.00,C,C,C,A,USD,008,/Date(1511740800000)/,1.00000,,/Date(1521158400000)/,9900000083,false,,,,,CFR,San Jose,San Francisco,,,C1,,0004,E,,,,B,,01,0.00000,,,9900000083,9900000083,9900000083,9900000083,9900000083,01,,,,,,false,,,,,,,,,,,,,,C,,C,A,/Date(1508371200000)/,,0,,
9900000084,BV,1710,10,00,,,US0004,17186003,/Date(1521072000000)/,S4H_CO,/Date(1508112000000)/,,,9900000084,,4500069082,,,/Date(1520812800000)/,/Date(1509580800000)/,9018.00,A,A,C,A,USD,006,/Date(1538956800000)/,1.00000,,/Date(1508284800000)/,9900000084,false,,,,,DDP,Tarrant,San Jose,,,C1,,NT60,,,,40,C,,01,0.00000,,,9900000084,9900000084,9900000084,9900000084,9900000084,02,,,,,,true,,,,,,,,,,,,,,C,B,,B,/Date(1523232000000)/,,0,,
9900000085,OR,1710,10,00,,,,USCU_L03,/Date(1509926400000)/,S4H_SD,/Date(1508371200000)/,,,9900000085,,4500068023,,,/Date(1521072000000)/,/Date(1509926400000)/,22218.00,C,A,,,EUR,006,/Date(1507593600000)/,1.00000,,/Date(1510531200000)/,9900000085,false,,,,,DDP,San Francisco,Tarrant,,,,,0001,,,,,C,,01,0.00000,,,9900000085,9900000085,9900000085,9900000085,9900000085,Z2,,,,,,true,,,,,,,,,,,,,,C,,C,A,/Date(1508198400000)/,,0,,
9900000086,BV,1010,10,00,,,US0004,USCU_S09,/Date(1515110400000)/,S4H_SD,/Date(1521590400000)/,,,9900000086,,4500054809,,,/Date(1509580800000)/,/Date(1521504000000)/,12000.00,B,,C,A,EUR,,/Date(1520553600000)/,1.00000,,/Date(1521158400000)/,9900000086,false,,,,,EXW,Cost & Freight,San Jose,,,C1,,NT30,E,,,54,B,,01,0.00000,,,9900000086,9900000086,9900000086,9900000086,9900000086,02,,,,,,true,,,,,,,,,,,,,,C,D,,C,/Date(1521504000000)/,,0,,
9900000087,CBMO,1010,10,00,,,US0004,17186003,/Date(1511740800000)/,S4H_CO,/Date(1520812800000)/,,,9900000087,,4500046761,,,/Date(1520812800000)/,/Date(1513641600000)/,2200.00,C,A,C,,EUR,006,/Date(1521072000000)/,1.00000,,/Date(1508803200000)/,9900000087,false,,,,,DDP,Palo Alto,San Francisco,,,C1,,0001,,,,54,G,,01,0.00000,,,9900000087,9900000087,9900000087,9900000087,9900000087,Z2,,,,,,false,,,,,,,,,,,,,,C,B,C,A,/Date(1511136000000)/,,0,,
9900000088,OR,1710,10,00,,,US0006,USCU_S15,/Date(1521158400000)/,BPINST,/Date(1571702400000)/,,,9900000088,,4500068639,,,/Date(1520985600000)/,/Date(1508112000000)/,14224.00,A,A,,,EUR,,/Date(1521504000000)/,1.00000,,/Date(1508716800000)/,9900000088,false,,,,,CFR,Palo Alto,Palo Alto,,,,,NT60,,,,,G,,01,0.00000,,,9900000088,9900000088,9900000088,9900000088,9900000088,02,,,,,,true,,,,,,,,,,,,,,C,D,,A,/Date(1521158400000)/,,0,,
9900000089,BV,1010,10,00,,,US0006,USCU_S16,/Date(1508284800000)/,S4H_PP,/Date(1571702400000)/,,,9900000089,,4500069744,,,/Date(1520812800000)/,/Date(1513641600000)/,8000.00,B,A,,,EUR,008,/Date(1507593600000)/,1.00000,,/Date(1523232000000)/,9900000089,false,,,,,DDP,Tarrant,Palo Alto,,,,,NT60,,,,51,,,01,0.00000,,,9900000089,9900000089,9900000089,9900000089,9900000089,Z2,,,,,,true,,,,,,,,,,,,,,C,B,C,A,/Date(1509926400000)/,,0,,
9900000090,CCFU,1710,10,00,,,US0003,USCU_S17,/Date(1521504000000)/,S4H_SD,/Date(1508198400000)/,,,9900000090,,4500043835,,,/Date(1520985600000)/,/Date(1508371200000)/,13920.00,A,C,,A,EUR,006,/Date(1507507200000)/,1.00000,,/Date(1513641600000)/,9900000090,false,,,,,EXW,Cost & Freight,San Francisco,,,C1,,NT30,,,,40,G,,01,0.00000,,,9900000090,9900000090,9900000090,9900000090,9900000090,Z1,,,,,,false,,,,,,,,,,,,,,C,B,C,C,/Date(1509580800000)/,,0,,
9900000091,CCFU,1010,10,00,,,US0004,17100008,/Date(1520985600000)/,BPINST,/Date(1509580800000)/,,,9900000091,,4500055544,,,/Date(1508803200000)/,/Date(1515110400000)/,7954.00,,A,C,A,USD,,/Date(1508112000000)/,1.00000,,/Date(1511740800000)/,9900000091,false,,,,,EXW,Walldorf,Palo Alto,,,,,0004,,,,,,,01,0.00000,,,9900000091,9900000091,9900000091,9900000091,9900000091,Z2,,,,,,false,,,,,,,,,,,,,,C,D,C,C,/Date(1511136000000)/,,0,,
